gemm_gpu_o3,100,0.31536
gemm_gpu_o3,1000,36.7199
gemm_gpu_o3,5000,2924.5
gemm_gpu_o3,10000,24122.3
gemm_gpu_cublas,100,0.17088
gemm_gpu_cublas,1000,6.09408
gemm_gpu_cublas,5000,450.719
gemm_gpu_cublas,10000,4529.89
